Beds,Baths,TotalRooms,Area,Type,Address,Sector_or_Block,Region,Town,City,Price
2,2,4,650,Apartment,"Mohammadpur, Dhaka",No Sector/Block,Mohammadpur,Mohammadpur,Dhaka,16000.0
2,2,4,850,Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",No Sector/Block,Baitul Aman Housing Society,Adabor,Dhaka,16000.0
3,3,6,1200,Apartment,"Gulbag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,18000.0
2,3,5,1100,Apartment,"Gulbag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,17000.0
2,2,4,1000,Apartment,"Al-Falah Housing Society, East Nasirabad, Chattogram",No Sector/Block,Al-Falah Housing Society,East Nasirabad,Chattogram,16000.0
2,3,5,1200,Apartment,"Sector 14, Uttara, Dhaka",Sector 14,Uttara,Uttara,Dhaka,18000.0
2,2,4,750,Apartment,"Mohammadpur, Dhaka",No Sector/Block,Mohammadpur,Mohammadpur,Dhaka,15000.0
2,2,4,1050,Apartment,"South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,14000.0
3,4,7,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,14000.0
2,1,3,700,Apartment,"South Chalabon, Dakshin Khan, Dhaka",Block A,Dakshin Khan,Dakshin Khan,Dhaka,10000.0
2,2,4,900,Apartment,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,15000.0
2,1,3,700,Apartment,"Bepari Para, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,10000.0
3,2,5,700,Apartment,"Block B, Dolipara, Uttara, Dhaka",Block B,Dolipara,Uttara,Dhaka,16000.0
3,2,5,1200,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,20000.0
3,2,5,1200,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,20000.0
3,3,6,1300,Apartment,"East Nasirabad, Chattogram",No Sector/Block,East Nasirabad,East Nasirabad,Chattogram,25000.0
3,2,5,1065,Apartment,"Bashundhara Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,15000.0
3,2,5,1200,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,16000.0
3,3,6,1400,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,18000.0
3,3,6,1400,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,18000.0
3,2,5,1200,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,16000.0
3,2,5,1200,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,16000.0
3,2,5,1200,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,16000.0
3,2,5,1200,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,16000.0
3,2,5,1200,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,16000.0
3,3,6,1400,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,18000.0
3,3,6,1400,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,18000.0
3,2,5,1200,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,16000.0
3,3,6,1400,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,18000.0
2,1,3,650,Apartment,"Mohammadpur, Dhaka",No Sector/Block,Mohammadpur,Mohammadpur,Dhaka,14000.0
2,2,4,800,Apartment,"North Adabor, Adabor, Dhaka",No Sector/Block,North Adabor,Adabor,Dhaka,15000.0
2,2,4,700,Apartment,"North Adabor, Adabor, Dhaka",No Sector/Block,North Adabor,Adabor,Dhaka,15000.0
2,2,4,700,Apartment,"Shyamoli, Dhaka",No Sector/Block,Shyamoli,Shyamoli,Dhaka,16000.0
3,2,5,1200,Apartment,"Sector 5, Uttara, Dhaka",Sector 5,Uttara,Uttara,Dhaka,24000.0
3,2,5,1100,Apartment,"Block D, Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",Block D,Paikpara,Mirpur,Dhaka,14000.0
3,3,6,1100,Apartment,"Kallyanpur, Mirpur, Dhaka",No Sector/Block,Kallyanpur,Mirpur,Dhaka,18000.0
3,3,6,1100,Apartment,"Kallyanpur, Mirpur, Dhaka",No Sector/Block,Kallyanpur,Mirpur,Dhaka,18000.0
3,3,6,1500,Apartment,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",No Sector/Block info,Section 1,Mirpur,Dhaka,22000.0
3,2,5,1100,Apartment,"Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15000.0
3,2,5,1100,Apartment,"Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15000.0
3,2,5,1200,Apartment,"Aainusbag, Dakshin Khan, Dhaka",No Sector/Block,Aainusbag,Dakshin Khan,Dhaka,14000.0
3,3,6,1200,Apartment,"Madhya Ajampur, Dakshin Khan, Dhaka",No Sector/Block,Madhya Ajampur,Dakshin Khan,Dhaka,17000.0
2,2,4,800,Apartment,"Madhya Ajampur, Dakshin Khan, Dhaka",No Sector/Block,Madhya Ajampur,Dakshin Khan,Dhaka,14000.0
3,3,6,1200,Apartment,"Madhya Ajampur, Dakshin Khan, Dhaka",No Sector/Block,Madhya Ajampur,Dakshin Khan,Dhaka,17000.0
3,3,6,1350,Apartment,"Jamtola, Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15500.0
3,3,6,1213,Apartment,"Turag, Dhaka",No Sector/Block,Turag,Turag,Dhaka,19000.0
3,3,6,1213,Apartment,"Turag, Dhaka",No Sector/Block,Turag,Turag,Dhaka,20000.0
4,4,8,2600,Apartment,"Baridhara DOHS, Dhaka",No Sector/Block,Baridhara DOHS,Baridhara DOHS,Dhaka,80000.0
3,3,6,1100,Apartment,"Block B, Section 12, Mirpur, Dhaka",Block B,Section 12,Mirpur,Dhaka,28000.0
3,2,5,1200,Apartment,"Turag, Dhaka",No Sector/Block,Turag,Turag,Dhaka,18000.0
3,3,6,1213,Apartment,"Turag, Dhaka",No Sector/Block,Turag,Turag,Dhaka,20000.0
3,3,6,1900,Apartment,"Nasirabad Properties Residential Area, Khulshi, Chattogram",No Sector/Block,Nasirabad Properties Residential Area,Khulshi,Chattogram,40000.0
3,3,6,1900,Apartment,"Nasirabad Properties Residential Area, Khulshi, Chattogram",No Sector/Block,Nasirabad Properties Residential Area,Khulshi,Chattogram,40000.0
2,2,4,850,Apartment,"Sector 14, Uttara, Dhaka",Sector 14,Uttara,Uttara,Dhaka,20000.0
3,3,6,1275,Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",No Sector/Block,Baitul Aman Housing Society,Adabor,Dhaka,22000.0
3,3,6,1650,Apartment,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",No Sector/Block,North Khulshi,Khulshi,Chattogram,25000.0
2,2,4,1000,Apartment,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,10000.0
2,2,4,820,Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,14000.0
2,2,4,750,Apartment,"Middle Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,11000.0
2,2,4,900,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",No Sector/Block,PC Culture Housing,Mohammadpur,Dhaka,20000.0
3,2,5,1100,Apartment,"Bayazid, Chattogram",No Sector/Block,Bayazid,Bayazid,Chattogram,13000.0
4,5,9,3200,Apartment,"Block K, Baridhara, Dhaka",Block K,Baridhara,Baridhara,Dhaka,250000.0
3,3,6,1100,Apartment,"Sector 2, Block E, Aftab Nagar, Dhaka",Sector 2,Block E,Aftab Nagar,Dhaka,20000.0
3,2,5,1250,Apartment,"Block K, South Banasree Project, Banasree, Dhaka",Block K,South Banasree Project,Banasree,Dhaka,18000.0
3,3,6,1200,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,18000.0
3,3,6,1300,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,26000.0
3,2,5,850,Apartment,"Block J, Banasree, Dhaka",Block J,Banasree,Banasree,Dhaka,13000.0
2,2,4,700,Apartment,"Uttar Badda, Badda, Dhaka",No Sector/Block,Uttar Badda,Badda,Dhaka,18000.0
3,4,7,1600,Apartment,"Sector 12, Uttara, Dhaka",Sector 12,Uttara,Uttara,Dhaka,33000.0
3,3,6,1200,Apartment,"Kallyanpur, Mirpur, Dhaka",No Sector/Block,Kallyanpur,Mirpur,Dhaka,21000.0
3,4,7,1800,Apartment,"Sector 9, Uttara, Dhaka",Sector 9,Uttara,Uttara,Dhaka,45000.0
3,2,5,1100,Apartment,"Sector 14, Uttara, Dhaka",Sector 14,Uttara,Uttara,Dhaka,21000.0
3,3,6,1550,Apartment,"Sector 4, Uttara, Dhaka",Sector 4,Uttara,Uttara,Dhaka,30000.0
2,2,4,720,Apartment,"CDA Residential Area, Colonel Hat, 10 No. North Kattali Ward, Chattogram",No Sector/Block,Colonel Hat,10 No. North Kattali Ward,Chattogram,10000.0
2,2,4,850,Apartment,"10 No. North Kattali Ward, Chattogram",No Sector/Block,10 No. North Kattali Ward,10 No. North Kattali Ward,Chattogram,14000.0
2,2,4,1100,Apartment,"Gulbag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,14000.0
2,2,4,770,Apartment,"Green View Residential Area, 11 No. South Kattali Ward, Chattogram",No Sector/Block,Green View Residential Area,11 No. South Kattali Ward,Chattogram,10500.0
3,4,7,1365,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,18000.0
2,2,4,900,Apartment,"Dakshin Kattali, 11 No. South Kattali Ward, Chattogram",No Sector/Block,Dakshin Kattali,11 No. South Kattali Ward,Chattogram,11000.0
2,2,4,700,Apartment,"Block D, Section 12, Mirpur, Dhaka",Block D,Section 12,Mirpur,Dhaka,10000.0
2,2,4,1000,Apartment,"Pahartali, 12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,14000.0
3,4,7,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,15000.0
2,1,3,700,Apartment,"Faydabad, Dakshin Khan, Dhaka",Block A,Dakshin Khan,Dakshin Khan,Dhaka,11500.0
2,2,4,700,Apartment,"Block D, Section 12, Mirpur, Dhaka",Block D,Section 12,Mirpur,Dhaka,10000.0
3,4,7,1880,Apartment,"Katalganj Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",No Sector/Block,Katalganj Residential Area,16 No. Chawk Bazaar Ward,Chattogram,27000.0
3,2,5,1000,Apartment,"Adarsha Para, Uttar Khan, Dhaka",No Sector/Block,Adarsha Para,Uttar Khan,Dhaka,13000.0
3,3,6,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,14000.0
3,3,6,1200,Apartment,"Uttar Badda, Badda, Dhaka",Block A,Badda,Badda,Dhaka,25000.0
2,1,3,500,Apartment,"Block K, South Banasree Project, Banasree, Dhaka",Block K,South Banasree Project,Banasree,Dhaka,12000.0
3,2,5,1000,Apartment,"Block K, South Banasree Project, Banasree, Dhaka",Block K,South Banasree Project,Banasree,Dhaka,15000.0
3,3,6,2400,Apartment,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,150000.0
3,3,6,2400,Apartment,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,150000.0
3,3,6,1400,Apartment,"Shyamoli, Dhaka",No Sector/Block,Shyamoli,Shyamoli,Dhaka,30000.0
3,3,6,1200,Apartment,"Uttar Badda, Badda, Dhaka",No Sector/Block,Uttar Badda,Badda,Dhaka,20000.0
3,3,6,1500,Apartment,"Block L, Bashundhara R-A, Dhaka",Block L,Bashundhara R-A,Bashundhara R-A,Dhaka,25000.0
3,3,6,1500,Apartment,"Block L, Bashundhara R-A, Dhaka",Block L,Bashundhara R-A,Bashundhara R-A,Dhaka,25000.0
3,3,6,1500,Apartment,"Block L, Bashundhara R-A, Dhaka",Block L,Bashundhara R-A,Bashundhara R-A,Dhaka,25000.0
3,3,6,1500,Apartment,"Block L, Bashundhara R-A, Dhaka",Block L,Bashundhara R-A,Bashundhara R-A,Dhaka,25000.0
3,3,6,1500,Apartment,"Block L, Bashundhara R-A, Dhaka",Block L,Bashundhara R-A,Bashundhara R-A,Dhaka,25000.0
3,3,6,1500,Apartment,"Block L, Bashundhara R-A, Dhaka",Block L,Bashundhara R-A,Bashundhara R-A,Dhaka,25000.0
3,3,6,1250,Apartment,"Comfort Housing, Adabor, Dhaka",No Sector/Block,Comfort Housing,Adabor,Dhaka,18000.0
3,3,6,1800,Apartment,"Mehidibag, 15 No. Bagmoniram Ward, Chattogram",No Sector/Block,Mehidibag,15 No. Bagmoniram Ward,Chattogram,32000.0
1,1,2,600,Apartment,"Sector 14, Uttara, Dhaka",Sector 14,Uttara,Uttara,Dhaka,14000.0
2,1,3,650,Apartment,"Muhuri Para Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,10000.0
3,3,6,1500,Apartment,"Block L, Bashundhara R-A, Dhaka",Block L,Bashundhara R-A,Bashundhara R-A,Dhaka,18000.0
3,3,6,1350,Apartment,"Road No 1, Block L, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Block L,26 No. North Halishahar Ward,Halishahar,Chattogram,25000.0
3,2,5,1000,Apartment,"Block K, South Banasree Project, Banasree, Dhaka",Block K,South Banasree Project,Banasree,Dhaka,14000.0
2,2,4,720,Apartment,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",No Sector/Block,"South Baridhara Residential Area,D. I. T. Project",Badda,Dhaka,14000.0
2,1,3,500,Apartment,"Kunipara, Tejgaon Industrial Area, Tejgaon, Dhaka",No Sector/Block,Tejgaon Industrial Area,Tejgaon,Dhaka,15000.0
2,2,4,950,Apartment,"East Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,10000.0
3,3,6,1225,Apartment,"28 No. Pathantooly Ward, Double Mooring, Chattogram",No Sector/Block,28 No. Pathantooly Ward,Double Mooring,Chattogram,25000.0
2,2,4,800,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,10000.0
2,2,4,700,Apartment,"Uttar Badda, Badda, Dhaka",No Sector/Block,Uttar Badda,Badda,Dhaka,15000.0
2,2,4,900,Apartment,"Block B, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Block B,26 No. North Halishahar Ward,Halishahar,Chattogram,12500.0
3,2,5,900,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
3,2,5,800,Apartment,"East Mollartek, Dakshin Khan, Dhaka",No Sector/Block,East Mollartek,Dakshin Khan,Dhaka,11000.0
3,2,5,800,Apartment,"East Mollartek, Dakshin Khan, Dhaka",No Sector/Block,East Mollartek,Dakshin Khan,Dhaka,11000.0
5,4,9,2200,Apartment,"Sector 3, Uttara, Dhaka",Sector 3,Uttara,Uttara,Dhaka,65000.0
5,4,9,2200,Apartment,"Sector 3, Uttara, Dhaka",Sector 3,Uttara,Uttara,Dhaka,65000.0
3,3,6,1100,Apartment,"Block C, Mansurabad Housing Society, Adabor, Dhaka",Block C,Mansurabad Housing Society,Adabor,Dhaka,18000.0
2,2,4,950,Apartment,"Sector 14, Uttara, Dhaka",Sector 14,Uttara,Uttara,Dhaka,20000.0
3,2,5,1100,Apartment,"Agrabad Housing Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,15000.0
3,3,6,1300,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,20000.0
3,3,6,1600,Apartment,"Kazir Dewri, Chattogram",No Sector/Block,Kazir Dewri,Kazir Dewri,Chattogram,35000.0
2,2,4,700,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,11000.0
3,3,6,1200,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,20000.0
2,2,4,950,Apartment,"Sector 14, Uttara, Dhaka",Sector 14,Uttara,Uttara,Dhaka,19000.0
2,2,4,780,Apartment,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,15000.0
3,3,6,1330,Apartment,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,20000.0
3,2,5,1050,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,14500.0
3,4,7,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,14000.0
3,3,6,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,16000.0
3,3,6,1260,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Block A,12 No. Sarai Para Ward,Double Mooring,Chattogram,14000.0
3,2,5,1100,Apartment,"Karnaphuly Abashik Elaka, 25 No. Rampur Ward, Double Mooring, Chattogram",Block A,25 No. Rampur Ward,Double Mooring,Chattogram,15000.0
3,2,5,1200,Apartment,"Block B, Section 12, Mirpur, Dhaka",Block B,Section 12,Mirpur,Dhaka,25000.0
2,2,4,750,Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,16000.0
2,2,4,850,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,14000.0
3,2,5,950,Apartment,"Rahattar Pul, Bakalia, Chattogram",No Sector/Block,Rahattar Pul,Bakalia,Chattogram,12500.0
3,3,6,1400,Apartment,"Double Mooring, Chattogram",No Sector/Block,Double Mooring,Double Mooring,Chattogram,16000.0
2,2,4,1000,Apartment,"Kathgar, 40 No. North Patenga Ward, Patenga, Chattogram",No Sector/Block,40 No. North Patenga Ward,Patenga,Chattogram,11000.0
3,2,5,1050,Apartment,"Kamarpara, Turag, Dhaka",No Sector/Block,Kamarpara,Turag,Dhaka,16000.0
2,2,4,850,Apartment,"CDA R/A, 10 No. North Kattali Ward, Chattogram",No Sector/Block,CDA R/A,10 No. North Kattali Ward,Chattogram,12000.0
2,2,4,1000,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,20000.0
2,2,4,900,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,17000.0
2,2,4,900,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,18000.0
3,2,5,1050,Apartment,"West Shahid Nagar, Oxygen, Bayazid, Chattogram",No Sector/Block,Oxygen,Bayazid,Chattogram,10500.0
2,2,4,700,Apartment,"Jashimuddin Avenue, Dolipara, Uttara, Dhaka",No Sector/Block,Dolipara,Uttara,Dhaka,13000.0
2,2,4,700,Apartment,"Jashimuddin Avenue, Dolipara, Uttara, Dhaka",No Sector/Block,Dolipara,Uttara,Dhaka,13000.0
3,3,6,1200,Apartment,"Block D, Mansurabad Housing Society, Adabor, Dhaka",Block D,Mansurabad Housing Society,Adabor,Dhaka,15000.0
3,2,5,1350,Apartment,"7 No. West Sholoshohor Ward, Chattogram",No Sector/Block,7 No. West Sholoshohor Ward,7 No. West Sholoshohor Ward,Chattogram,19000.0
3,3,6,1400,Apartment,"Sector 5, Uttara, Dhaka",Sector 5,Uttara,Uttara,Dhaka,25000.0
3,3,6,1250,Apartment,"Road No 1, Block A, Kolpolok R/A, 18 No. East Bakalia Ward, Bakalia, Chattogram",Block A,18 No. East Bakalia Ward,Bakalia,Chattogram,17000.0
3,3,6,1250,Apartment,"Road No 1, Block A, Kolpolok R/A, 18 No. East Bakalia Ward, Bakalia, Chattogram",Block A,18 No. East Bakalia Ward,Bakalia,Chattogram,17000.0
3,3,6,1250,Apartment,"Road No 1, Block A, Kolpolok R/A, 18 No. East Bakalia Ward, Bakalia, Chattogram",Block A,18 No. East Bakalia Ward,Bakalia,Chattogram,17000.0
3,3,6,1250,Apartment,"Road No 1, Block A, Kolpolok R/A, 18 No. East Bakalia Ward, Bakalia, Chattogram",Block A,18 No. East Bakalia Ward,Bakalia,Chattogram,10000.0
3,3,6,1250,Apartment,"Road No 1, Block A, Kolpolok R/A, 18 No. East Bakalia Ward, Bakalia, Chattogram",Block A,18 No. East Bakalia Ward,Bakalia,Chattogram,17000.0
3,3,6,1250,Apartment,"Road No 1, Block A, Kolpolok R/A, 18 No. East Bakalia Ward, Bakalia, Chattogram",Block A,18 No. East Bakalia Ward,Bakalia,Chattogram,17000.0
3,3,6,2250,Apartment,"Block K, Baridhara, Dhaka",Block K,Baridhara,Baridhara,Dhaka,70000.0
2,1,3,700,Apartment,"Polytechnic, Bayazid, Chattogram",No Sector/Block,Polytechnic,Bayazid,Chattogram,12000.0
2,2,4,700,Apartment,"Ramna Residential Area, Rongipara, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block info,24 No. North Agrabad Ward,Double Mooring,Chattogram,10000.0
3,3,6,1250,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,16000.0
3,2,5,1100,Apartment,"Ashkona, Dakshin Khan, Dhaka",No Sector/Block,Ashkona,Dakshin Khan,Dhaka,16000.0
3,2,5,975,Apartment,"Gosaildanga, 36 Goshail Danga Ward, Chattogram",No Sector/Block,Gosaildanga,36 Goshail Danga Ward,Chattogram,20000.0
3,2,5,975,Apartment,"Gosaildanga, 36 Goshail Danga Ward, Chattogram",No Sector/Block,Gosaildanga,36 Goshail Danga Ward,Chattogram,20000.0
2,2,4,800,Apartment,"Bandar, 36 Goshail Danga Ward, Chattogram",No Sector/Block,Bandar,36 Goshail Danga Ward,Chattogram,11000.0
2,2,4,950,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,20000.0
3,3,6,1616,Apartment,"Muradpur, Chattogram",No Sector/Block,Muradpur,Muradpur,Chattogram,30000.0
2,2,4,700,Apartment,"Shyamoli, Dhaka",No Sector/Block,Shyamoli,Shyamoli,Dhaka,16000.0
3,4,7,1500,Apartment,"Sector 9, Uttara, Dhaka",Sector 9,Uttara,Uttara,Dhaka,38000.0
3,2,5,1000,Apartment,"Aainusbag, Dakshin Khan, Dhaka",No Sector/Block,Aainusbag,Dakshin Khan,Dhaka,15000.0
3,3,6,1500,Apartment,"Bashundhara R-A, Dhaka",No Sector/Block,Bashundhara R-A,Bashundhara R-A,Dhaka,25000.0
2,2,4,900,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,20000.0
2,2,4,700,Apartment,"Manikdi, Cantonment, Dhaka",No Sector/Block,Manikdi,Cantonment,Dhaka,13000.0
2,2,4,800,Apartment,"Section 1, Mirpur, Dhaka",No Sector/Block,Section 1,Mirpur,Dhaka,12500.0
2,2,4,750,Apartment,"Joar Sahara, Dhaka",No Sector/Block,Joar Sahara,Joar Sahara,Dhaka,14000.0
3,2,5,1100,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,15000.0
3,2,5,1100,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,14000.0
2,2,4,600,Apartment,"Shah Ali Bag, Section 1, Mirpur, Dhaka",No Sector/Block,Section 1,Mirpur,Dhaka,11000.0
2,2,4,820,Apartment,"Section 1, Mirpur, Dhaka",No Sector/Block,Section 1,Mirpur,Dhaka,11000.0
2,1,3,600,Apartment,"Section 1, Mirpur, Dhaka",No Sector/Block,Section 1,Mirpur,Dhaka,9500.0
3,2,5,1200,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,14000.0
2,2,4,900,Apartment,"Sector 5, Uttara, Dhaka",Sector 5,Uttara,Uttara,Dhaka,20000.0
3,3,6,900,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,14000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,13000.0
3,3,6,1000,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,15000.0
3,3,6,900,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,14000.0
3,3,6,900,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,15000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,700,Apartment,"Adarsha Para, Uttar Khan, Dhaka",No Sector/Block,Adarsha Para,Uttar Khan,Dhaka,10000.0
2,2,4,700,Apartment,"Adarsha Para, Uttar Khan, Dhaka",No Sector/Block,Adarsha Para,Uttar Khan,Dhaka,10000.0
2,2,4,900,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,15000.0
2,2,4,700,Apartment,"Adarsha Para, Uttar Khan, Dhaka",No Sector/Block,Adarsha Para,Uttar Khan,Dhaka,10000.0
