Beds,Baths,TotalRooms,Area,Type,Address,Sector_or_Block,Region,Town,City,Price
2,2,4,900,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,20000.0
3,3,6,1550,Apartment,"7 No. West Sholoshohor Ward, Chattogram",No Sector/Block,7 No. West Sholoshohor Ward,7 No. West Sholoshohor Ward,Chattogram,25000.0
2,1,3,650,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",No Sector/Block,Section 10,Mirpur,Dhaka,14000.0
2,2,4,1050,Apartment,"Kamarpara, Turag, Dhaka",No Sector/Block,Kamarpara,Turag,Dhaka,13000.0
2,2,4,700,Apartment,"Jahuri Moholla, Mohammadpur, Dhaka",No Sector/Block,Jahuri Moholla,Mohammadpur,Dhaka,15000.0
3,2,5,1250,Apartment,"Shantinagar, Dhaka",No Sector/Block,Shantinagar,Shantinagar,Dhaka,26000.0
3,3,6,1400,Apartment,"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",No Sector/Block,Nasirabad,15 No. Bagmoniram Ward,Chattogram,45000.0
3,3,6,1650,Apartment,"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",No Sector/Block,Nasirabad,15 No. Bagmoniram Ward,Chattogram,55000.0
2,2,4,900,Apartment,"Bahaddarhat, 4 No Chandgaon Ward, Chattogram",No Sector/Block,Bahaddarhat,4 No Chandgaon Ward,Chattogram,13000.0
3,3,6,1500,Apartment,"Sector 7, Uttara, Dhaka",Sector 7,Uttara,Uttara,Dhaka,40000.0
2,2,4,700,Apartment,"Kuril, Dhaka",No Sector/Block,Kuril,Kuril,Dhaka,14000.0
2,2,4,1200,Apartment,"30 No. East Madarbari Ward, Chattogram",No Sector/Block,30 No. East Madarbari Ward,30 No. East Madarbari Ward,Chattogram,18000.0
3,3,6,1400,Apartment,"30 No. East Madarbari Ward, Chattogram",No Sector/Block,30 No. East Madarbari Ward,30 No. East Madarbari Ward,Chattogram,28000.0
2,2,4,626,Apartment,"Section 1, Mirpur, Dhaka",No Sector/Block,Section 1,Mirpur,Dhaka,12000.0
2,2,4,900,Apartment,"Road No 2, Block B, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Block B,26 No. North Halishahar Ward,Halishahar,Chattogram,10000.0
4,5,9,3000,Apartment,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",No Sector/Block,North Khulshi,Khulshi,Chattogram,75000.0
2,2,4,800,Apartment,"Section 1, Mirpur, Dhaka",No Sector/Block,Section 1,Mirpur,Dhaka,11000.0
2,2,4,800,Apartment,"Section 1, Mirpur, Dhaka",No Sector/Block,Section 1,Mirpur,Dhaka,13000.0
2,2,4,765,Apartment,"CDA Residential Area, Colonel Hat, 10 No. North Kattali Ward, Chattogram",No Sector/Block,Colonel Hat,10 No. North Kattali Ward,Chattogram,10000.0
2,2,4,900,Apartment,"Shahid Nagar, Bayazid, Chattogram",No Sector/Block,Shahid Nagar,Bayazid,Chattogram,10000.0
2,2,4,900,Apartment,"Sector 11, Uttara, Dhaka",Sector 11,Uttara,Uttara,Dhaka,17000.0
2,2,4,855,Apartment,"CDA R/A, 10 No. North Kattali Ward, Chattogram",No Sector/Block,CDA R/A,10 No. North Kattali Ward,Chattogram,11500.0
2,2,4,1050,Apartment,"East Shewrapara, Mirpur, Dhaka",No Sector/Block,East Shewrapara,Mirpur,Dhaka,15000.0
3,3,6,1400,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,17000.0
4,5,9,3200,Apartment,"Block K, Baridhara, Dhaka",Block K,Baridhara,Baridhara,Dhaka,250000.0
3,3,6,1500,Apartment,"Devpahar, Chawk Bazar, 16 No. Chawk Bazaar Ward, Chattogram",No Sector/Block,Chawk Bazar,16 No. Chawk Bazaar Ward,Chattogram,30000.0
3,3,6,1350,Apartment,"Turag, Dhaka",No Sector/Block,Turag,Turag,Dhaka,18000.0
3,2,5,1130,Apartment,"7 No. West Sholoshohor Ward, Chattogram",No Sector/Block,7 No. West Sholoshohor Ward,7 No. West Sholoshohor Ward,Chattogram,13500.0
3,4,7,2000,Apartment,"Block F, Bashundhara R-A, Dhaka",Block F,Bashundhara R-A,Bashundhara R-A,Dhaka,35000.0
2,3,5,900,Apartment,"Sector 14, Uttara, Dhaka",Sector 14,Uttara,Uttara,Dhaka,18000.0
2,2,4,750,Apartment,"Block F, aziz Moholla, Mohammadpur, Dhaka",Block F,aziz Moholla,Mohammadpur,Dhaka,16000.0
3,2,5,1100,Apartment,"Chandrima, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",No Sector/Block,Chandgaon Residential Area,4 No Chandgaon Ward,Chattogram,15000.0
4,3,7,2170,Apartment,"Block H, Aftab Nagar, Dhaka",Block H,Aftab Nagar,Aftab Nagar,Dhaka,45000.0
3,3,6,1500,Apartment,"Dampara, 14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",No Sector/Block,14 No. Lalkhan Bazaar Ward,Lal Khan Bazaar,Chattogram,21000.0
3,3,6,1250,Apartment,"Jalalabad Housing Society, West Khulshi, 9 No. North Pahartali Ward, Chattogram",No Sector/Block,West Khulshi,9 No. North Pahartali Ward,Chattogram,20000.0
3,4,7,1600,Apartment,"Shyamoli, Dhaka",No Sector/Block,Shyamoli,Shyamoli,Dhaka,25000.0
3,3,6,4000,Apartment,"Block K, Baridhara, Dhaka",Block K,Baridhara,Baridhara,Dhaka,360000.0
2,2,4,950,Apartment,"Shahid Nagar, Bayazid, Chattogram",No Sector/Block,Shahid Nagar,Bayazid,Chattogram,12000.0
3,3,6,1150,Apartment,"Kallyanpur, Mirpur, Dhaka",No Sector/Block,Kallyanpur,Mirpur,Dhaka,16000.0
2,2,4,900,Apartment,"23 No. North Pathantooly Ward, Double Mooring, Chattogram",No Sector/Block,23 No. North Pathantooly Ward,Double Mooring,Chattogram,14000.0
1,1,2,550,Apartment,"New Market, Dhaka",No Sector/Block,New Market,New Market,Dhaka,16000.0
3,2,5,1500,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,20000.0
3,3,6,1800,Apartment,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",No Sector/Block,North Khulshi,Khulshi,Chattogram,30000.0
3,3,6,1250,Apartment,"Block H, Banasree, Dhaka",Block H,Banasree,Banasree,Dhaka,20000.0
5,4,9,3200,Apartment,"Sector 7, Uttara, Dhaka",Sector 7,Uttara,Uttara,Dhaka,65000.0
3,3,6,1200,Apartment,"B-Block Chandgaon R/A, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",B-Block Chandgaon R/A,Chandgaon Residential Area,4 No Chandgaon Ward,Chattogram,20000.0
2,2,4,800,Apartment,"32 No. Andarkilla Ward, Chattogram",No Sector/Block,32 No. Andarkilla Ward,32 No. Andarkilla Ward,Chattogram,17000.0
3,3,6,1250,Apartment,"Block D, Section 6, Mirpur, Dhaka",Block D,Section 6,Mirpur,Dhaka,25000.0
2,2,4,750,Apartment,"Nikunja 2, Nikunja, Dhaka",No Sector/Block,Nikunja 2,Nikunja,Dhaka,20000.0
2,2,4,800,Apartment,"Sunibir Housing Society, Adabor, Dhaka",No Sector/Block,Sunibir Housing Society,Adabor,Dhaka,15000.0
2,2,4,800,Apartment,"Sunibir Housing Society, Adabor, Dhaka",No Sector/Block,Sunibir Housing Society,Adabor,Dhaka,14000.0
3,3,6,1100,Apartment,"East Rampura, Rampura, Dhaka",No Sector/Block,East Rampura,Rampura,Dhaka,16000.0
3,2,5,1300,Apartment,"East Bashabo, Bashabo, Dhaka",No Sector/Block,East Bashabo,Bashabo,Dhaka,17000.0
3,3,6,1500,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,30000.0
3,4,7,1810,Apartment,"Devpahar, Chawk Bazar, 16 No. Chawk Bazaar Ward, Chattogram",No Sector/Block,Chawk Bazar,16 No. Chawk Bazaar Ward,Chattogram,33000.0
3,3,6,1250,Apartment,"Kathalbagan, Dhaka",No Sector/Block,Kathalbagan,Kathalbagan,Dhaka,40000.0
3,3,6,1250,Apartment,"Malibagh, Dhaka",No Sector/Block,Malibagh,Malibagh,Dhaka,25000.0
3,3,6,1550,Apartment,"Block E, Aftab Nagar, Dhaka",Block E,Aftab Nagar,Aftab Nagar,Dhaka,23000.0
3,3,6,1550,Apartment,"Block E, Aftab Nagar, Dhaka",Block E,Aftab Nagar,Aftab Nagar,Dhaka,23000.0
3,3,6,1200,Apartment,"Gulbag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,20000.0
3,3,6,2500,Apartment,"Block K, Baridhara, Dhaka",Block K,Baridhara,Baridhara,Dhaka,150000.0
2,2,4,1000,Apartment,"Karnaphuly Abashik Elaka, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,11000.0
2,2,4,800,Apartment,"Gulbag, Malibagh, Dhaka",No Sector/Block,Gulbag,Malibagh,Dhaka,17000.0
3,3,6,1420,Apartment,"Khulshi Green Housing Society, Khulshi, Chattogram",No Sector/Block,Khulshi Green Housing Society,Khulshi,Chattogram,25000.0
2,2,4,700,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,10500.0
2,2,4,800,Apartment,"Sector 9, Uttara, Dhaka",Sector 9,Uttara,Uttara,Dhaka,18000.0
3,3,6,1180,Apartment,"Dhanmondi, Dhaka",No Sector/Block,Dhanmondi,Dhanmondi,Dhaka,30000.0
2,1,3,700,Apartment,"Hossain Ahmed Para, 40 No. North Patenga Ward, Patenga, Chattogram",No Sector/Block,40 No. North Patenga Ward,Patenga,Chattogram,10000.0
3,4,7,1800,Apartment,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",No Sector/Block,Panchlaish Residential Area,16 No. Chawk Bazaar Ward,Chattogram,40000.0
3,3,6,1350,Apartment,"Ullan, West Rampura, Rampura, Dhaka",No Sector/Block,West Rampura,Rampura,Dhaka,21000.0
3,2,5,1000,Apartment,"West Shewrapara, Mirpur, Dhaka",No Sector/Block,West Shewrapara,Mirpur,Dhaka,16000.0
3,2,5,1150,Apartment,"Dakshin Kattali, 11 No. South Kattali Ward, Chattogram",No Sector/Block,Dakshin Kattali,11 No. South Kattali Ward,Chattogram,11000.0
4,3,7,1800,Apartment,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,16000.0
3,3,6,1300,Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,20500.0
2,2,4,800,Apartment,"Agrabad Golden Complex, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,13000.0
2,2,4,900,Apartment,"North Shahjahanpur, Dhaka",No Sector/Block,North Shahjahanpur,North Shahjahanpur,Dhaka,18000.0
4,5,9,4200,Apartment,"Gulshan 1, Gulshan, Dhaka",No Sector/Block,Gulshan 1,Gulshan,Dhaka,200000.0
3,3,6,1250,Apartment,"Pallabi, Mirpur, Dhaka",No Sector/Block,Pallabi,Mirpur,Dhaka,24000.0
3,3,6,1000,Apartment,"Shahjadpur, Badda, Dhaka",No Sector/Block,Shahjadpur,Badda,Dhaka,21000.0
3,2,5,1000,Apartment,"East Shewrapara, Mirpur, Dhaka",No Sector/Block,East Shewrapara,Mirpur,Dhaka,17000.0
3,4,7,1800,Apartment,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",No Sector/Block,Panchlaish Residential Area,16 No. Chawk Bazaar Ward,Chattogram,42000.0
3,3,6,1500,Apartment,"Katalganj Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",No Sector/Block,Katalganj Residential Area,16 No. Chawk Bazaar Ward,Chattogram,30000.0
2,2,4,900,Apartment,"Sector 7, Uttara, Dhaka",Sector 7,Uttara,Uttara,Dhaka,30000.0
2,2,4,900,Apartment,"Sector 7, Uttara, Dhaka",Sector 7,Uttara,Uttara,Dhaka,30000.0
3,3,6,2500,Apartment,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,150000.0
2,2,4,700,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,11000.0
3,3,6,1200,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,20000.0
2,2,4,850,Apartment,"Kunjachaya Residential Area, Bayazid, Chattogram",No Sector/Block,Kunjachaya Residential Area,Bayazid,Chattogram,12000.0
3,3,6,1200,Apartment,"East Shewrapara, Mirpur, Dhaka",No Sector/Block,East Shewrapara,Mirpur,Dhaka,26000.0
2,2,4,850,Apartment,"Kunjachaya Residential Area, Bayazid, Chattogram",No Sector/Block,Kunjachaya Residential Area,Bayazid,Chattogram,11500.0
3,4,7,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,15000.0
3,4,7,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,15000.0
2,2,4,900,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,19000.0
3,3,6,2200,Apartment,"Mirpur DOHS, Mirpur, Dhaka",Block A,Mirpur,Mirpur,Dhaka,45000.0
3,3,6,1100,Apartment,"East Shewrapara, Mirpur, Dhaka",Block A,Mirpur,Mirpur,Dhaka,22000.0
3,3,6,2200,Apartment,"Mirpur DOHS, Mirpur, Dhaka",No Sector/Block,Mirpur DOHS,Mirpur,Dhaka,43000.0
3,3,6,2200,Apartment,"Mirpur DOHS, Mirpur, Dhaka",No Sector/Block,Mirpur DOHS,Mirpur,Dhaka,44000.0
2,2,4,900,Apartment,"Ashkona, Dakshin Khan, Dhaka",No Sector/Block,Ashkona,Dakshin Khan,Dhaka,15000.0
2,2,4,900,Apartment,"Double Mooring, Chattogram",No Sector/Block,Double Mooring,Double Mooring,Chattogram,14000.0
2,2,4,900,Apartment,"Double Mooring, Chattogram",No Sector/Block,Double Mooring,Double Mooring,Chattogram,14000.0
3,2,5,1100,Apartment,"Ashkona, Dakshin Khan, Dhaka",No Sector/Block,Ashkona,Dakshin Khan,Dhaka,16000.0
2,2,4,1000,Apartment,"Block B, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Block B,26 No. North Halishahar Ward,Halishahar,Chattogram,13000.0
3,2,5,1100,Apartment,"Ashkona, Dakshin Khan, Dhaka",No Sector/Block,Ashkona,Dakshin Khan,Dhaka,16000.0
2,2,4,800,Apartment,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",No Sector/Block,Paikpara,Mirpur,Dhaka,12000.0
2,2,4,700,Apartment,"Paikpara, Mirpur, Dhaka",No Sector/Block,Paikpara,Mirpur,Dhaka,11000.0
3,3,6,1800,Apartment,"B-Block Chandgaon R/A, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",B-Block Chandgaon R/A,Chandgaon Residential Area,4 No Chandgaon Ward,Chattogram,30000.0
3,3,6,1450,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,30000.0
3,3,6,1300,Apartment,"Devpahar, Chawk Bazar, 16 No. Chawk Bazaar Ward, Chattogram",No Sector/Block,Chawk Bazar,16 No. Chawk Bazaar Ward,Chattogram,30000.0
3,3,6,1300,Apartment,"Shegunbagicha, Dhaka",No Sector/Block,Shegunbagicha,Shegunbagicha,Dhaka,35000.0
4,4,8,2800,Apartment,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",No Sector/Block,North Khulshi,Khulshi,Chattogram,130000.0
3,3,6,1288,Apartment,"Kallyanpur, Mirpur, Dhaka",No Sector/Block,Kallyanpur,Mirpur,Dhaka,18000.0
2,2,4,900,Apartment,"Paikpara, Mirpur, Dhaka",No Sector/Block,Paikpara,Mirpur,Dhaka,13500.0
2,2,4,600,Apartment,"Paikpara, Mirpur, Dhaka",No Sector/Block,Paikpara,Mirpur,Dhaka,11000.0
3,2,5,900,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,14000.0
3,3,6,2200,Apartment,"Mirpur DOHS, Mirpur, Dhaka",No Sector/Block,Mirpur DOHS,Mirpur,Dhaka,50000.0
2,2,4,850,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,12000.0
3,3,6,1300,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,20000.0
2,2,4,1000,Apartment,"Block A, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Block A,26 No. North Halishahar Ward,Halishahar,Chattogram,11000.0
2,2,4,900,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,20000.0
3,2,5,1300,Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,18000.0
3,2,5,1300,Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,18000.0
2,2,4,1050,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,13000.0
3,3,6,1500,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,20000.0
2,2,4,1065,Apartment,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,16000.0
3,3,6,1150,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,13000.0
2,2,4,1065,Apartment,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,14000.0
3,3,6,1250,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,14500.0
2,2,4,950,Apartment,"Bashundhara Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,10000.0
3,4,7,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,15000.0
2,2,4,720,Apartment,"Jahuri Moholla, Mohammadpur, Dhaka",Block A,Mohammadpur,Mohammadpur,Dhaka,15000.0
3,3,6,1500,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,16000.0
3,4,7,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,14000.0
2,2,4,770,Apartment,"Bashundhara Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",Block A,25 No. Rampur Ward,Double Mooring,Chattogram,13000.0
3,3,6,1750,Apartment,"25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,25000.0
3,3,6,1750,Apartment,"25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,25000.0
2,2,4,770,Apartment,"Agrabad Golden Complex, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,10000.0
3,3,6,1150,Apartment,"Jalalabad Housing Society, West Khulshi, 9 No. North Pahartali Ward, Chattogram",No Sector/Block,West Khulshi,9 No. North Pahartali Ward,Chattogram,16000.0
2,2,4,800,Apartment,"Kunjachaya Residential Area, Bayazid, Chattogram",No Sector/Block,Kunjachaya Residential Area,Bayazid,Chattogram,11000.0
2,2,4,850,Apartment,"Jangalpara, 7 No. West Sholoshohor Ward, Chattogram",No Sector/Block,Jangalpara,7 No. West Sholoshohor Ward,Chattogram,10000.0
2,2,4,850,Apartment,"7 No. West Sholoshohor Ward, Chattogram",No Sector/Block,7 No. West Sholoshohor Ward,7 No. West Sholoshohor Ward,Chattogram,9000.0
3,3,6,1300,Apartment,"Road No 1, Block B, South Khulshi Residential Area, South Khulshi, Khulshi, Chattogram",Block B,South Khulshi,Khulshi,Chattogram,25000.0
3,3,6,1125,Apartment,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,18000.0
3,3,6,1125,Apartment,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,18000.0
2,1,3,850,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,15000.0
2,2,4,800,Apartment,"Chakroshow Kanon Residential Area, Bayazid, Chattogram",No Sector/Block,Chakroshow Kanon Residential Area,Bayazid,Chattogram,11000.0
2,2,4,850,Apartment,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,12000.0
3,4,7,1125,Apartment,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,18000.0
3,2,5,1065,Apartment,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,16000.0
3,3,6,1645,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,15000.0
3,3,6,1400,Apartment,"Sector 12, Uttara, Dhaka",Sector 12,Uttara,Uttara,Dhaka,26000.0
3,3,6,1200,Apartment,"11 No. South Kattali Ward, Chattogram",Block A,Chattogram,Chattogram,Chattogram,20500.0
3,3,6,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,15000.0
3,4,7,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,15000.0
3,4,7,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,15000.0
2,2,4,850,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,22000.0
2,2,4,840,Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",Block A,Double Mooring,Double Mooring,Chattogram,15500.0
1,1,2,600,Apartment,"Kadamtali, 23 No. North Pathantooly Ward, Double Mooring, Chattogram",Block A,23 No. North Pathantooly Ward,Double Mooring,Chattogram,13000.0
3,3,6,1255,Apartment,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Block A,Section 1,Mirpur,Dhaka,18000.0
3,3,6,1255,Apartment,"Shah Ali Bag, Section 1, Mirpur, Dhaka",No Sector/Block,Section 1,Mirpur,Dhaka,18000.0
3,3,6,1350,Apartment,"7 No. West Sholoshohor Ward, Chattogram",No Sector/Block,7 No. West Sholoshohor Ward,7 No. West Sholoshohor Ward,Chattogram,15000.0
1,1,2,500,Apartment,"25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,10500.0
3,3,6,1300,Apartment,"Double Mooring, Chattogram",No Sector/Block,Double Mooring,Double Mooring,Chattogram,25000.0
3,3,6,1300,Apartment,"25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,18000.0
2,1,3,730,Apartment,"25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,10000.0
3,3,6,1200,Apartment,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,16000.0
3,3,6,1200,Apartment,"Sonali Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,16000.0
3,3,6,1200,Apartment,"West Monipur, Mirpur, Dhaka",No Sector/Block,West Monipur,Mirpur,Dhaka,20000.0
3,3,6,1200,Apartment,"Kunjachaya Residential Area, Bayazid, Chattogram",No Sector/Block,Kunjachaya Residential Area,Bayazid,Chattogram,15000.0
2,2,4,780,Apartment,"CDA Residential Area, Colonel Hat, 10 No. North Kattali Ward, Chattogram",No Sector/Block,Colonel Hat,10 No. North Kattali Ward,Chattogram,10500.0
2,2,4,750,Apartment,"CDA Residential Area, Colonel Hat, 10 No. North Kattali Ward, Chattogram",No Sector/Block,Colonel Hat,10 No. North Kattali Ward,Chattogram,11000.0
3,3,6,1365,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,18000.0
3,2,5,1000,Apartment,"Kunjachaya Residential Area, Bayazid, Chattogram",No Sector/Block,Kunjachaya Residential Area,Bayazid,Chattogram,11500.0
2,2,4,775,Apartment,"CDA Residential Area, Colonel Hat, 10 No. North Kattali Ward, Chattogram",No Sector/Block,Colonel Hat,10 No. North Kattali Ward,Chattogram,11000.0
2,3,5,850,Apartment,"Polytechnic, Bayazid, Chattogram",No Sector/Block,Polytechnic,Bayazid,Chattogram,14000.0
3,3,6,2300,Apartment,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,90000.0
3,3,6,1200,Apartment,"Gulbag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,18000.0
2,1,3,800,Apartment,"7 No. West Sholoshohor Ward, Chattogram",No Sector/Block,7 No. West Sholoshohor Ward,7 No. West Sholoshohor Ward,Chattogram,10000.0
